ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-48735,Source2,2,2016-07-14 13:18:28,2016-07-14 14:03:28,33.88353,-117.535805,,,0.0,Right hand shoulder blocked due to accident on CA-91 Westbound in Corona.,CA-91 W,Corona,Riverside,CA,92879,US,US/Pacific,KAJO,2016-07-14 13:56:00,90.0,,42.0,29.97,10.0,West,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48736,Source2,2,2016-07-14 13:14:24,2016-07-14 13:59:24,33.107372,-117.04501299999998,,,0.0,Right hand shoulder blocked due to multi-vehicle accident on Summit Dr near CA-78 San Pasqual Valley Rd.,San Pasqual Valley Rd,Escondido,San Diego,CA,92027,US,US/Pacific,KRNM,2016-07-14 12:53:00,90.0,,34.0,29.99,10.0,WNW,8.1,,Clear,False,False,False,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-48737,Source2,2,2016-07-14 13:09:24,2016-07-14 13:54:24,34.156338,-118.257484,,,0.0,Shoulder blocked on exit ramp due to accident on CA-134 Eastbound near Exits 7A 7B Goode Ave.,CA-134 E,Glendale,Los Angeles,CA,91203,US,US/Pacific,KBUR,2016-07-14 12:53:00,86.0,,40.0,29.96,10.0,South,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48738,Source2,2,2016-07-14 13:11:58,2016-07-14 14:26:58,33.685661,-117.873947,,,0.0,Accident on CA-55 Southbound at Exits 5B 6 6A 6B I-405.,CA-55 N,Costa Mesa,Orange,CA,92626,US,US/Pacific,KSNA,2016-07-14 12:53:00,75.0,,66.0,30.0,10.0,SW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48739,Source2,3,2016-07-14 13:50:00,2016-07-14 14:35:00,34.329815,-118.505829,,,0.0,Right hand shoulder blocked due to accident on I-5 Northbound near Exits 161B 162 CA-14.,I-5 N,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,2016-07-14 13:53:00,87.8,,31.0,30.02,10.0,SE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48740,Source2,2,2016-07-14 13:48:59,2016-07-14 14:33:59,34.062588,-118.248718,,,0.0,Shoulder blocked due to accident on CA-110 Southbound near Exit 24A US-101.,CA-110 N,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-07-14 13:47:00,79.0,,56.0,29.98,9.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48741,Source2,3,2016-07-14 13:58:40,2016-07-14 14:43:40,34.020306,-118.192268,,,0.0,Accident on I-5 Northbound near Exits 131 131B Indiana St. On the median.,S Indiana St,Los Angeles,Los Angeles,CA,90023-2344,US,US/Pacific,KCQT,2016-07-14 13:47:00,79.0,,56.0,29.98,9.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48742,Source2,3,2016-07-14 13:48:26,2016-07-14 14:33:26,33.813431,-118.167686,,,0.0,Two lanes blocked due to accident on I-405 Northbound near Exits 29A 29B 29C 30A Cherry Ave.,San Diego Fwy S,Long Beach,Los Angeles,CA,90807,US,US/Pacific,KLGB,2016-07-14 13:53:00,77.0,,60.0,29.99,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48743,Source2,3,2016-07-14 13:51:22,2016-07-14 14:36:22,34.072266,-118.058411,,,0.0,One lane blocked due to accident on I-10 Eastbound near Exit 27 Baldwin Ave.,I-10 E,El Monte,Los Angeles,CA,91731,US,US/Pacific,KEMT,2016-07-14 13:46:00,89.6,,36.0,29.99,10.0,SW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48744,Source2,3,2016-07-14 13:57:22,2016-07-14 14:42:22,34.068115,-118.02873999999998,,,0.0,Slow traffic due to accident on I-10 Westbound near Exits 29A 29B Peck Rd.,I-10 W,El Monte,Los Angeles,CA,91732,US,US/Pacific,KEMT,2016-07-14 13:46:00,89.6,,36.0,29.99,10.0,SW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48745,Source2,2,2016-07-14 13:50:31,2016-07-14 14:35:31,33.988476,-117.905663,,,0.0,Accident on Colima Rd near Fullerton Rd.,Fullerton Rd,Rowland Heights,Los Angeles,CA,91748,US,US/Pacific,KFUL,2016-07-14 13:53:00,82.0,,51.0,29.97,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-48746,Source2,2,2016-07-14 14:17:42,2016-07-14 15:02:42,34.277824,-118.604782,,,0.0,Accident on CA-118 Westbound near Exit 34 CA-27 Topanga Canyon Blvd.,Ronald Reagan Fwy W,Chatsworth,Los Angeles,CA,91311,US,US/Pacific,KVNY,2016-07-14 13:51:00,91.0,,23.0,29.95,10.0,SSE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-48747,Source2,2,2016-07-14 14:18:13,2016-07-14 15:03:13,34.273273,-118.564697,,,0.0,Lane blocked on exit ramp due to accident on CA-118 Westbound near Exit 36 Porter Ranch Dr.,Ronald Reagan Fwy W,Chatsworth,Los Angeles,CA,91311,US,US/Pacific,KVNY,2016-07-14 13:51:00,91.0,,23.0,29.95,10.0,SSE,10.4,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48748,Source2,3,2016-07-14 14:00:34,2016-07-14 14:45:34,34.172119,-118.467529,,,0.0,Right hand shoulder blocked due to accident on I-405 Southbound near Exit 64 Burbank Blvd.,Burbank Blvd,Van Nuys,Los Angeles,CA,91411,US,US/Pacific,KVNY,2016-07-14 13:51:00,91.0,,23.0,29.95,10.0,SSE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-48749,Source2,3,2016-07-14 14:08:43,2016-07-14 14:53:43,34.037239,-118.309074,,,0.0,Accident on I-10 Westbound near Exit 10 Western Ave.,I-10 W,Los Angeles,Los Angeles,CA,90018,US,US/Pacific,KCQT,2016-07-14 13:47:00,79.0,,56.0,29.98,9.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-48750,Source2,2,2016-07-14 14:09:56,2016-07-14 14:54:56,33.875591,-118.064125,,,0.0,Right hand shoulder blocked due to accident on CA-91 Westbound near Exit 19B Bloomfield Ave.,Artesia Fwy W,Cerritos,Los Angeles,CA,90703,US,US/Pacific,KFUL,2016-07-14 13:53:00,82.0,,51.0,29.97,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48751,Source2,3,2016-07-14 14:08:01,2016-07-14 14:53:01,34.064995,-118.000229,,,0.0,Left hand shoulder blocked due to accident on I-10 Eastbound near Exits 31A 31B I-605.,I-605 S,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2016-07-14 13:46:00,89.6,,36.0,29.99,10.0,SW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48752,Source2,2,2016-07-14 13:59:58,2016-07-14 14:44:59,34.007008,-117.964394,,,0.0,One lane blocked due to accident on CA-60 Westbound near Exit 16 Hacienda Blvd.,S Hacienda Blvd,Hacienda Heights,Los Angeles,CA,91745,US,US/Pacific,KEMT,2016-07-14 13:46:00,89.6,,36.0,29.99,10.0,SW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48753,Source2,3,2016-07-14 14:04:50,2016-07-14 14:49:50,34.120819,-117.872917,,,0.0,Right hand shoulder blocked due to accident on I-210 Westbound near Exit 42 Grand Ave.,Foothill Fwy W,Glendora,Los Angeles,CA,91740,US,US/Pacific,KPOC,2016-07-14 13:47:00,89.6,,31.0,30.02,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48754,Source2,3,2016-07-14 14:02:26,2016-07-14 14:47:26,34.117496,-117.846329,,,0.0,Accident on I-210 Westbound near Exit 43 CA-210.,Foothill Fwy E,Glendora,Los Angeles,CA,91740,US,US/Pacific,KPOC,2016-07-14 13:47:00,89.6,,31.0,30.02,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48755,Source2,2,2016-07-14 14:32:40,2016-07-14 15:17:40,34.440285,-119.75412,,,0.0,Accident on US-101 Northbound near Exits 101A 101B Calle Real.,State St,Santa Barbara,Santa Barbara,CA,93105-3115,US,US/Pacific,KSBA,2016-07-14 14:53:00,66.9,,81.0,30.01,10.0,SW,8.1,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-48756,Source2,2,2016-07-14 14:29:32,2016-07-14 15:14:32,34.156551,-118.422523,,,0.0,One lane blocked due to accident on US-101 Eastbound near Exit 16 Woodman Ave.,US-101 S,Sherman Oaks,Los Angeles,CA,91423,US,US/Pacific,KBUR,2016-07-14 14:53:00,87.1,,32.0,29.93,10.0,South,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48757,Source2,2,2016-07-14 14:25:11,2016-07-14 15:10:11,34.038456,-118.27401,,,0.0,Accident on CA-110 Northbound near I-10.,CA-110 S,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2016-07-14 14:47:00,77.0,,58.0,29.97,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48758,Source2,3,2016-07-14 14:21:12,2016-07-14 15:06:12,33.846611,-118.205406,,,0.0,One lane blocked due to accident on I-710 Northbound near Exits 6 6A 6B Del Amo Blvd.,Long Beach Fwy N,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2016-07-14 13:53:00,77.0,,60.0,29.99,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48759,Source2,2,2016-07-14 14:22:34,2016-07-14 15:37:34,33.859306,-118.034927,,,0.0,Accident on CA-91 Westbound at Exit 21 Orangethorpe Ave.,Artesia Fwy W,La Palma,Orange,CA,90623,US,US/Pacific,KSLI,2016-07-14 13:58:00,77.5,,61.0,30.0,10.0,SW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48760,Source2,3,2016-07-14 14:43:46,2016-07-14 15:28:46,34.427048,-118.58548,,,0.0,Accident and spillage on I-5 Southbound near Exit 171 Rye Canyon Rd.,Golden State Fwy S,Valencia,Los Angeles,CA,91355,US,US/Pacific,K3A6,2016-07-14 14:51:00,91.0,91.0,19.0,29.1,10.0,SE,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48761,Source2,3,2016-07-14 14:46:18,2016-07-14 15:31:18,34.266998,-118.443596,,,0.0,Right hand shoulder blocked due to accident on I-5 Northbound near Exits 156A 156B CA-118.,I-5 N,Mission Hills,Los Angeles,CA,91345,US,US/Pacific,KWHP,2016-07-14 13:53:00,87.8,,31.0,30.02,10.0,SE,8.1,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48762,Source2,2,2016-07-14 14:33:54,2016-07-14 15:18:54,34.155727,-118.431236,,,0.0,Right hand shoulder blocked due to accident on US-101 Eastbound near Exit 16 Woodman Ave.,Woodman Ave,Sherman Oaks,Los Angeles,CA,91423,US,US/Pacific,KBUR,2016-07-14 14:53:00,87.1,,32.0,29.93,10.0,South,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48763,Source2,2,2016-07-14 14:45:03,2016-07-14 15:30:03,34.155045,-118.310867,,,0.0,Accident on CA-134 Westbound near Exit 4 Forest Lawn Dr.,Forest Lawn Dr,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,2016-07-14 14:47:00,77.0,,58.0,29.97,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48764,Source2,3,2016-07-14 14:47:36,2016-07-14 15:32:36,34.01593,-118.173027,,,0.0,Two lanes blocked and right hand shoulder blocked due to accident on I-710 Southbound near Exits 18A 18B I-5.,Long Beach Fwy S,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-07-14 14:47:00,77.0,,58.0,29.97,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48765,Source2,3,2016-07-14 14:37:18,2016-07-14 15:22:18,33.902828,-118.062027,,,0.0,One lane blocked due to accident on I-5 Northbound near Exits 120 120A Rosecrans Ave.,I-5 N,Norwalk,Los Angeles,CA,90650,US,US/Pacific,KFUL,2016-07-14 14:53:00,82.0,,49.0,29.96,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48766,Source2,3,2016-07-14 14:57:07,2016-07-14 15:42:07,33.898178,-118.370071,,,0.0,Right hand shoulder blocked due to accident on I-405 Southbound in Inglewood.,I-405 S,Lawndale,Los Angeles,CA,90260,US,US/Pacific,KHHR,2016-07-14 14:53:00,75.0,,62.0,29.99,7.0,West,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48767,Source2,2,2016-07-14 15:05:14,2016-07-14 15:50:15,33.909187,-118.326515,,,0.0,Accident on Crenshaw Blvd near 135th St.,W 135th St,Hawthorne,Los Angeles,CA,90250,US,US/Pacific,KHHR,2016-07-14 14:53:00,75.0,,62.0,29.99,7.0,West,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-48768,Source2,2,2016-07-14 15:13:23,2016-07-14 15:58:23,34.053288,-118.22995,,,0.0,Lane blocked on entry ramp due to accident on US-101 Northbound at Exits 1C 1D 1E San Bernardino Fwy.,US-101 N,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-07-14 14:47:00,77.0,,58.0,29.97,10.0,Variable,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48769,Source2,2,2016-07-14 15:00:57,2016-07-14 15:45:57,33.867954,-118.052269,,,0.0,Right hand shoulder blocked due to accident on CA-91 Westbound near 183rd St.,Artesia Fwy W,Cerritos,Los Angeles,CA,90703,US,US/Pacific,KFUL,2016-07-14 14:53:00,82.0,,49.0,29.96,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48770,Source2,2,2016-07-14 15:04:42,2016-07-14 15:49:42,33.980705,-117.90789,,,0.0,Accident on Fullerton Rd near Queen of Heaven Cemetery.,Fullerton Rd,Rowland Heights,Los Angeles,CA,91748-3504,US,US/Pacific,KFUL,2016-07-14 14:53:00,82.0,,49.0,29.96,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48771,Source2,2,2016-07-14 14:52:21,2016-07-14 15:37:21,33.986855,-117.869904,,,0.0,Accident on Colima Rd near Brea Canyon Cut Off Rd.,Colima Rd,Rowland Heights,Los Angeles,CA,91748,US,US/Pacific,KFUL,2016-07-14 14:53:00,82.0,,49.0,29.96,10.0,Variable,6.9,,Clear,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-48772,Source2,2,2016-07-14 14:51:07,2016-07-14 15:36:07,34.023144,-117.811676,,,0.0,Right hand shoulder blocked due to accident on CA-60 Eastbound near Exit 26 Diamond Bar Blvd.,N Diamond Bar Blvd,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2016-07-14 14:47:00,89.6,,33.0,30.01,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48773,Source2,3,2016-07-14 15:15:04,2016-07-14 16:00:04,34.201111,-118.473412,,,0.0,Right hand shoulder blocked due to accident on I-405 Southbound near Exits 66 66A 66B Haskell Ave.,I-405 N,Van Nuys,Los Angeles,CA,91406,US,US/Pacific,KVNY,2016-07-14 14:51:00,91.0,,19.0,29.94,10.0,SE,11.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48774,Source2,3,2016-07-14 15:20:29,2016-07-14 16:05:29,34.221371000000005,-118.473106,,,0.0,Accident on I-405 Southbound before Exit 68 Roscoe Blvd.,Roscoe Blvd,North Hills,Los Angeles,CA,91343,US,US/Pacific,KVNY,2016-07-14 14:51:00,91.0,,19.0,29.94,10.0,SE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48775,Source2,2,2016-07-14 15:26:44,2016-07-14 16:11:44,34.04797,-118.266563,,,0.0,Right hand shoulder blocked due to accident on CA-110 Northbound near Exit 22B James M Wood Blvd.,CA-110 S,Los Angeles,Los Angeles,CA,90017,US,US/Pacific,KCQT,2016-07-14 15:47:00,75.9,,62.0,29.96,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48776,Source2,3,2016-07-14 15:31:56,2016-07-14 16:16:56,33.93438,-118.09964,,,0.0,Shoulder blocked on exit ramp due to accident on I-605 Northbound near Exits 11 12 I-5.,San Gabriel River Fwy N,Downey,Los Angeles,CA,90241,US,US/Pacific,KLGB,2016-07-14 15:53:00,81.0,,50.0,29.95,9.0,South,8.1,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48777,Source2,3,2016-07-14 15:44:38,2016-07-14 16:29:38,33.863819,-118.284866,,,0.0,Right hand shoulder blocked due to accident on I-110 Northbound near 190th St.,Harbor Fwy N,Gardena,Los Angeles,CA,90248,US,US/Pacific,KHHR,2016-07-14 15:53:00,73.9,,64.0,29.97,10.0,WSW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48778,Source2,3,2016-07-14 15:42:00,2016-07-14 16:27:00,34.147903,-118.081924,,,0.0,Right hand shoulder blocked due to accident on I-210 Westbound near Exits 29B 30A Walnut St.,Sierra Madre Villa Ave,Pasadena,Los Angeles,CA,91107,US,US/Pacific,KMWS,,,,,,,,,,,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-48779,Source2,3,2016-07-14 15:55:44,2016-07-14 16:40:44,33.988129,-118.399269,,,0.0,Right hand shoulder blocked due to accident on I-405 Southbound near Exits 50A 50B CA-90.,I-405 N,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,2016-07-14 15:51:00,72.0,,68.0,29.98,10.0,WSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48780,Source2,2,2016-07-14 15:55:19,2016-07-14 16:40:19,33.979766999999995,-117.906807,,,0.0,Accident on Cantaria Ave near Galatina St.,Galatina St,Rowland Heights,Los Angeles,CA,91748-4417,US,US/Pacific,KFUL,2016-07-14 15:53:00,82.9,,47.0,29.94,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48781,Source2,3,2016-07-14 16:02:10,2016-07-14 16:47:10,34.095539,-118.244049,,,0.0,Accident on I-5 Southbound near Exit 138 Stadium Way.,Riverside Dr,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2016-07-14 15:47:00,75.9,,62.0,29.96,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48782,Source2,3,2016-07-14 16:35:43,2016-07-14 17:20:43,33.842793,-118.285622,,,0.0,One lane blocked and right hand shoulder blocked due to accident on I-110 Southbound near Exit 8 Figueroa St.,Harbor Fwy N,Carson,Los Angeles,CA,90745,US,US/Pacific,KTOA,2016-07-14 16:47:00,73.4,,69.0,29.96,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48783,Source2,3,2016-07-14 16:34:52,2016-07-14 17:19:52,33.801968,-118.114662,,,0.0,HOV lane blocked due to accident on I-405 Northbound near Exits 25 26A Woodruff Ave.,Woodruff Ave,Long Beach,Los Angeles,CA,90815,US,US/Pacific,KLGB,2016-07-14 16:53:00,81.0,,50.0,29.94,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48784,Source2,2,2016-07-14 16:36:15,2016-07-14 17:36:15,33.988903,-118.38768799999998,,,0.0,Accident on CA-90 Eastbound at Slauson Ave.,W Slauson Ave,Culver City,Los Angeles,CA,90230-6528,US,US/Pacific,KSMO,2016-07-14 16:51:00,71.1,,70.0,29.96,10.0,SW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48785,Source2,2,2016-07-14 16:38:48,2016-07-14 17:23:48,33.810146,-118.290329,,,0.0,Accident on Sepulveda Blvd near Vermont Ave.,Sepulveda Blvd,Torrance,Los Angeles,CA,90502,US,US/Pacific,KTOA,2016-07-14 16:47:00,73.4,,69.0,29.96,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-48786,Source2,3,2016-07-14 16:44:26,2016-07-14 17:29:26,33.846611,-118.205406,,,0.0,Accident on I-710 Northbound near Exits 6 6A 6B Del Amo Blvd.,Long Beach Fwy N,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2016-07-14 16:53:00,81.0,,50.0,29.94,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48787,Source2,3,2016-07-14 16:37:55,2016-07-14 17:22:55,33.924686,-118.103981,,,0.0,Accident on I-605 Northbound near Exits 9A 9B 9C 10 I-105.,Manchester Ave,Norwalk,Los Angeles,CA,90650,US,US/Pacific,KFUL,2016-07-14 16:53:00,82.9,,46.0,29.93,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48788,Source2,2,2016-07-14 16:56:27,2016-07-14 17:41:27,34.140667,-118.101601,,,0.0,Accident on Sierra Madre Blvd near Oneida St.,S Sierra Madre Blvd,Pasadena,Los Angeles,CA,91107-5231,US,US/Pacific,KMWS,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48789,Source2,3,2016-07-14 16:36:20,2016-07-14 17:36:20,34.135571,-117.972252,,,0.0,Shoulder blocked on exit ramp due to accident on I-210 Westbound near Exits 35A 35B Evergreen St.,Foothill Fwy W,Duarte,Los Angeles,CA,91010,US,US/Pacific,KEMT,2016-07-14 16:45:00,86.0,,40.0,29.95,10.0,SSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48790,Source2,2,2016-07-14 16:56:02,2016-07-14 17:41:02,33.212097,-117.208008,,,0.0,Accident on Edgehill Rd near Foothill Dr.,Foothill Dr,Vista,San Diego,CA,92084-4829,US,US/Pacific,KCRQ,2016-07-14 16:53:00,71.1,,78.0,29.94,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48791,Source2,3,2016-07-14 17:24:53,2016-07-14 18:09:53,34.017414,-117.341286,,,0.0,Right hand shoulder blocked due to accident on I-215 Southbound in Riverside.,I-215 S,Riverside,Riverside,CA,92501,US,US/Pacific,KRAL,2016-07-14 17:53:00,91.0,,23.0,29.87,10.0,West,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48792,Source2,2,2016-07-14 17:23:49,2016-07-14 18:08:49,33.559055,-117.110207,,,0.0,Accident on River Rock Ct at Pourroy Ave.,Pourroy Ave,Murrieta,Riverside,CA,92563,US,US/Pacific,KF70,2016-07-14 17:15:00,91.4,,28.0,29.95,10.0,South,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48793,Source2,2,2016-07-14 17:22:41,2016-07-14 18:07:41,33.364578,-117.089424,,,0.0,Accident on CA-76 Pala Rd near Temapala Rd.,Pala Rd,Pala,San Diego,CA,92059,US,US/Pacific,KF70,2016-07-14 17:15:00,91.4,,28.0,29.95,10.0,South,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48794,Source2,3,2016-07-14 17:31:03,2016-07-14 18:16:03,34.027458,-118.27449,,,0.0,Accident on I-110 Southbound near Exit 20C Adams Blvd. On the median.,Harbor Fwy N,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2016-07-14 17:47:00,75.0,,62.0,29.92,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48795,Source2,2,2016-07-14 17:34:17,2016-07-14 18:19:17,34.153347,-118.273514,,,0.0,Accident on Commercial St in Griffith Park.,Commercial St,Glendale,Los Angeles,CA,91203-1509,US,US/Pacific,KBUR,2016-07-14 17:53:00,84.0,,37.0,29.89,10.0,South,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-48796,Source2,3,2016-07-14 17:33:32,2016-07-14 18:18:32,34.036739000000004,-118.169899,,,0.0,Shoulder blocked on exit ramp due to accident on I-710 Northbound near Exits 20A 20B 20C CA-60.,Long Beach Fwy N,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,2016-07-14 17:47:00,75.0,,62.0,29.92,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48797,Source2,2,2016-07-14 17:32:39,2016-07-14 18:17:39,34.113522,-118.077332,,,0.0,Accident and fallen power cables on Muscatel Ave near Longden Ave.,Longden Ave,San Gabriel,Los Angeles,CA,91775-1814,US,US/Pacific,KEMT,2016-07-14 17:45:00,84.2,,42.0,29.93,10.0,SW,5.8,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-48798,Source2,3,2016-07-14 17:35:10,2016-07-14 18:20:10,34.077663,-117.998184,,,0.0,Right hand shoulder blocked due to accident on I-605 Southbound near Exit 23 Ramona Blvd.,Ramona Blvd,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2016-07-14 17:45:00,84.2,,42.0,29.93,10.0,SW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-48799,Source2,2,2016-07-14 17:34:40,2016-07-14 18:19:40,33.91449,-117.882683,,,0.0,Lane blocked on exit ramp due to accident on CA-57 Southbound near Exit 9 CA-90 Imperial Hwy.,CA-57 S,Brea,Orange,CA,92821,US,US/Pacific,KFUL,2016-07-14 17:53:00,82.0,,49.0,29.9,10.0,Variable,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
